Location_ID,Name,Class,Type,CD,Region,Slug,Latitude,Longitude,CoordSrc,Population_2021,PopSrc,SEO_Score,Defer_Reason
"MB-UNP-ashbury","Ashbury",COMMUNITY,"Unincorporated Community",06,Westman,ashbury,49.80389,-100.38917,CGN,,"",36,"no grounded population"
"MB-UNP-brainerd","Brainerd",COMMUNITY,"Unincorporated Community",13,Interlake,brainerd,50.12500,-96.85417,CGN,,"",36,"no grounded population"
"MB-UNP-cabot","Cabot",COMMUNITY,"Unincorporated Community",10,Central Plains,cabot,49.87444,-97.58889,CGN,,"",36,"no grounded population"
"MB-UNP-cloverdale","Cloverdale",COMMUNITY,"Unincorporated Community",13,Interlake,cloverdale,50.16722,-97.00056,CGN,,"",36,"no grounded population"
"MB-UNP-domain","Domain",COMMUNITY,"Community",10,Central Plains,domain,49.61417,-97.32139,CGN,,"",36,"no grounded population"
"MB-UNP-east-selkirk","East Selkirk",COMMUNITY,"Community",13,Interlake,east-selkirk,50.13750,-96.83306,CGN,,"",36,"no grounded population"
"MB-UNP-east-selkirk-station","East Selkirk Station",COMMUNITY,"Unincorporated Community",13,Interlake,east-selkirk-station,50.12750,-96.81667,CGN,,"",36,"no grounded population"
"MB-UNP-ferndale","Ferndale",COMMUNITY,"Unincorporated Community",10,Central Plains,ferndale,49.72389,-97.51472,CGN,,"",36,"no grounded population"
"MB-UNP-highland-glen","Highland Glen",COMMUNITY,"Unincorporated Community",13,Interlake,highland-glen,50.07778,-96.78444,CGN,,"",36,"no grounded population"
"MB-UNP-linden","Linden",COMMUNITY,"Community",02,Eastman,linden,49.66500,-96.87500,CGN,,"",36,"no grounded population"
"MB-UNP-pettapiece","Pettapiece",COMMUNITY,"Community",07,Westman,pettapiece,50.10111,-100.20111,CGN,,"",36,"no grounded population"
"MB-UNP-pigeon-lake","Pigeon Lake",COMMUNITY,"Unincorporated Community",10,Central Plains,pigeon-lake,49.94639,-97.59694,CGN,,"",36,"no grounded population"
"MB-UNP-rufford","Rufford",COMMUNITY,"Unincorporated Community",07,Westman,rufford,50.14500,-99.89361,CGN,,"",36,"no grounded population"
"MB-UNP-sanford","Sanford",COMMUNITY,"Community",10,Central Plains,sanford,49.68250,-97.44417,CGN,,"",36,"no grounded population"
"MB-UNP-sapton","Sapton",COMMUNITY,"Unincorporated Community",12,Eastman,sapton,50.01861,-96.70333,CGN,,"",36,"no grounded population"
"MB-UNP-treesbank","Treesbank",COMMUNITY,"Community",07,Westman,treesbank,49.63611,-99.60944,CGN,,"",36,"no grounded population"
"MB-UNP-treesbank-ferry","Treesbank Ferry",COMMUNITY,"Unincorporated Community",07,Westman,treesbank-ferry,49.66417,-99.60056,CGN,,"",36,"no grounded population"
"MB-UNP-anola","Anola",COMMUNITY,"Community",12,Eastman,anola,49.88500,-96.63556,CGN,,"",35.9,"no grounded population"
"MB-UNP-brookdale","Brookdale",COMMUNITY,"Community",07,Westman,brookdale,50.04806,-99.56361,CGN,,"",35.9,"no grounded population"
"MB-UNP-bunclody","Bunclody",COMMUNITY,"Unincorporated Community",07,Westman,bunclody,49.53611,-100.05222,CGN,,"",35.9,"no grounded population"
"MB-UNP-cordova","Cordova",COMMUNITY,"Community",15,Westman,cordova,50.13611,-99.71278,CGN,,"",35.9,"no grounded population"
"MB-UNP-dacotah","Dacotah",COMMUNITY,"Community",10,Central Plains,dacotah,49.87528,-97.63861,CGN,,"",35.9,"no grounded population"
"MB-UNP-dufresne","Dufresne",COMMUNITY,"Community",02,Eastman,dufresne,49.72694,-96.72333,CGN,,"",35.9,"no grounded population"
"MB-UNP-garson-quarry","Garson Quarry",COMMUNITY,"Unincorporated Community",13,Interlake,garson-quarry,50.07778,-96.70667,CGN,,"",35.9,"no grounded population"
"MB-UNP-garson-quarry-station","Garson Quarry Station",COMMUNITY,"Unincorporated Community",13,Interlake,garson-quarry-station,50.09389,-96.70333,CGN,,"",35.9,"no grounded population"
"MB-UNP-gregorys-mill","Gregorys Mill",COMMUNITY,"Unincorporated Community",07,Westman,gregorys-mill,49.52417,-99.82861,CGN,,"",35.9,"no grounded population"
"MB-UNP-griswold","Griswold",COMMUNITY,"Local Urban District",06,Westman,griswold,49.77500,-100.47083,CGN,,"",35.9,"no grounded population"
"MB-UNP-harte","Harte",COMMUNITY,"Community",07,Westman,harte,49.98556,-99.46722,CGN,,"",35.9,"no grounded population"
"MB-UNP-meadows","Meadows",COMMUNITY,"Community",10,Central Plains,meadows,50.02944,-97.59583,CGN,,"",35.9,"no grounded population"
"MB-UNP-myra","Myra",COMMUNITY,"Unincorporated Community",15,Westman,myra,50.05083,-100.36639,CGN,,"",35.9,"no grounded population"
"MB-UNP-new-bothwell","New Bothwell",COMMUNITY,"Community",02,Eastman,new-bothwell,49.59056,-96.89028,CGN,,"",35.9,"no grounded population"
"MB-UNP-richland","Richland",COMMUNITY,"Unincorporated Community",12,Eastman,richland,49.83861,-96.63778,CGN,,"",35.9,"no grounded population"
"MB-UNP-rosewood","Rosewood",COMMUNITY,"Unincorporated Community",02,Eastman,rosewood,49.75167,-96.66194,CGN,,"",35.9,"no grounded population"
"MB-UNP-starbuck","Starbuck",COMMUNITY,"Community",10,Central Plains,starbuck,49.77222,-97.61722,CGN,,"",35.9,"no grounded population"
"MB-UNP-ste-agathe","Ste. Agathe",COMMUNITY,"Community",02,Eastman,ste-agathe,49.56611,-97.18333,CGN,,"",35.9,"no grounded population"
"MB-UNP-bradwardine","Bradwardine",COMMUNITY,"Community",06,Westman,bradwardine,49.99556,-100.46361,CGN,,"",35.8,"no grounded population"
"MB-UNP-clandeboye","Clandeboye",COMMUNITY,"Community",13,Interlake,clandeboye,50.24361,-96.97139,CGN,,"",35.8,"no grounded population"
"MB-UNP-fairview","Fairview",COMMUNITY,"Unincorporated Community",07,Westman,fairview,49.91750,-99.39528,CGN,,"",35.8,"no grounded population"
"MB-UNP-floors","Floors",COMMUNITY,"Unincorporated Community",15,Westman,floors,50.11056,-100.29917,CGN,,"",35.8,"no grounded population"
"MB-UNP-greenland","Greenland",COMMUNITY,"Community",02,Eastman,greenland,49.63389,-96.72861,CGN,,"",35.8,"no grounded population"
"MB-UNP-hazelglen","Hazelglen",COMMUNITY,"Unincorporated Community",12,Eastman,hazelglen,50.01806,-96.63583,CGN,,"",35.8,"no grounded population"
"MB-UNP-moline","Moline",COMMUNITY,"Community",07,Westman,moline,50.18056,-100.18611,CGN,,"",35.8,"no grounded population"
"MB-UNP-oberon","Oberon",COMMUNITY,"Unincorporated Community",15,Westman,oberon,50.04750,-99.48361,CGN,,"",35.8,"no grounded population"
"MB-UNP-queens-valley","Queens Valley",COMMUNITY,"Unincorporated Community",12,Eastman,queens-valley,49.88111,-96.56972,CGN,,"",35.8,"no grounded population"
"MB-UNP-ralston","Ralston",COMMUNITY,"Unincorporated Community",06,Westman,ralston,49.73583,-100.46667,CGN,,"",35.8,"no grounded population"
"MB-UNP-schwitzer","Schwitzer",COMMUNITY,"Unincorporated Community",06,Westman,schwitzer,49.59472,-100.37278,CGN,,"",35.8,"no grounded population"
"MB-UNP-sioux-valley","Sioux Valley",COMMUNITY,"Community",06,Westman,sioux-valley,49.85417,-100.50000,CGN,,"",35.8,"no grounded population"
"MB-UNP-tourond","Tourond",COMMUNITY,"Unincorporated Community",02,Eastman,tourond,49.54778,-96.98111,CGN,,"",35.8,"no grounded population"
"MB-UNP-balmoral","Balmoral",COMMUNITY,"Community",14,Interlake,balmoral,50.25639,-97.31861,CGN,,"",35.7,"no grounded population"
"MB-UNP-cadurcis","Cadurcis",COMMUNITY,"Unincorporated Community",07,Westman,cadurcis,50.24083,-100.02278,CGN,,"",35.7,"no grounded population"
"MB-UNP-carberry-junction","Carberry Junction",COMMUNITY,"Unincorporated Community",07,Westman,carberry-junction,49.86528,-99.35333,CGN,,"",35.7,"no grounded population"
"MB-UNP-cloverleaf","Cloverleaf",COMMUNITY,"Community",12,Eastman,cloverleaf,49.98917,-96.56806,CGN,,"",35.7,"no grounded population"
"MB-UNP-elie","Elie",COMMUNITY,"Local Urban District",10,Central Plains,elie,49.90167,-97.75833,CGN,,"",35.7,"no grounded population"
"MB-UNP-harding","Harding",COMMUNITY,"Local Urban District",06,Westman,harding,49.99028,-100.53250,CGN,,"",35.7,"no grounded population"
"MB-UNP-heaslip","Heaslip",COMMUNITY,"Unincorporated Community",07,Westman,heaslip,49.47417,-100.01417,CGN,,"",35.7,"no grounded population"
"MB-UNP-langs-crossing","Langs Crossing",COMMUNITY,"Unincorporated Community",05,Westman,langs-crossing,49.45944,-99.84500,CGN,,"",35.7,"no grounded population"
"MB-UNP-maskawata","Maskawata",COMMUNITY,"Unincorporated Community",06,Westman,maskawata,49.85694,-100.57556,CGN,,"",35.7,"no grounded population"
"MB-UNP-mentmore","Mentmore",COMMUNITY,"Unincorporated Community",15,Westman,mentmore,50.13278,-99.56667,CGN,,"",35.7,"no grounded population"
"MB-UNP-monominto","Monominto",COMMUNITY,"Unincorporated Community",02,Eastman,monominto,49.81667,-96.56667,CGN,,"",35.7,"no grounded population"
"MB-UNP-noble-lake","Noble Lake",COMMUNITY,"Unincorporated Community",07,Westman,noble-lake,49.50417,-99.70028,CGN,,"",35.7,"no grounded population"
"MB-UNP-norman","Norman",COMMUNITY,"Unincorporated Community",15,Westman,norman,50.06528,-100.45167,CGN,,"",35.7,"no grounded population"
"MB-UNP-osborne","Osborne",COMMUNITY,"Community",10,Central Plains,osborne,49.54194,-97.36889,CGN,,"",35.7,"no grounded population"
"MB-UNP-otterburne","Otterburne",COMMUNITY,"Unincorporated Community",02,Eastman,otterburne,49.49722,-97.05167,CGN,,"",35.7,"no grounded population"
"MB-UNP-petrel","Petrel",COMMUNITY,"Unincorporated Community",07,Westman,petrel,49.97306,-99.39667,CGN,,"",35.7,"no grounded population"
"MB-UNP-petrel-junction","Petrel Junction",COMMUNITY,"Unincorporated Community",07,Westman,petrel-junction,49.98194,-99.39611,CGN,,"",35.7,"no grounded population"
"MB-UNP-randolph","Randolph",COMMUNITY,"Community",02,Eastman,randolph,49.54694,-96.82889,CGN,,"",35.7,"no grounded population"
"MB-UNP-ste-anne-des-chenes","Ste. Anne des Chênes",COMMUNITY,"Unincorporated Community",02,Eastman,ste-anne-des-chenes,49.66917,-96.64333,CGN,,"",35.7,"no grounded population"
"MB-UNP-union-point","Union Point",COMMUNITY,"Unincorporated Community",02,Eastman,union-point,49.52111,-97.23056,CGN,,"",35.7,"no grounded population"
"MB-UNP-ameer","Ameer",COMMUNITY,"Unincorporated Community",15,Westman,ameer,50.24833,-99.77083,CGN,,"",35.6,"no grounded population"
"MB-UNP-breezy-point","Breezy Point",COMMUNITY,"Unincorporated Community",13,Interlake,breezy-point,50.27167,-96.84917,CGN,,"",35.6,"no grounded population"
"MB-UNP-brunkild","Brunkild",COMMUNITY,"Community",10,Central Plains,brunkild,49.59278,-97.57444,CGN,,"",35.6,"no grounded population"
"MB-UNP-denbow","Denbow",COMMUNITY,"Unincorporated Community",06,Westman,denbow,49.58417,-100.47556,CGN,,"",35.6,"no grounded population"
"MB-UNP-fairfax","Fairfax",COMMUNITY,"Community",07,Westman,fairfax,49.43500,-100.12833,CGN,,"",35.6,"no grounded population"
"MB-UNP-gunton","Gunton",COMMUNITY,"Community",14,Interlake,gunton,50.31806,-97.26611,CGN,,"",35.6,"no grounded population"
"MB-UNP-kleefeld","Kleefeld",COMMUNITY,"Community",02,Eastman,kleefeld,49.50139,-96.87472,CGN,,"",35.6,"no grounded population"
"MB-UNP-la-coulee","La Coulée",COMMUNITY,"Community",02,Eastman,la-coulee,49.65889,-96.58806,CGN,,"",35.6,"no grounded population"
"MB-UNP-largs","Largs",COMMUNITY,"Unincorporated Community",15,Westman,largs,50.26694,-99.92917,CGN,,"",35.6,"no grounded population"
"MB-UNP-marquette","Marquette",COMMUNITY,"Community",14,Interlake,marquette,50.06444,-97.73278,CGN,,"",35.6,"no grounded population"
"MB-UNP-menteith","Menteith",COMMUNITY,"Unincorporated Community",06,Westman,menteith,49.55889,-100.44278,CGN,,"",35.6,"no grounded population"
"MB-UNP-minnedosa-beach","Minnedosa Beach",COMMUNITY,"Unincorporated Community",15,Westman,minnedosa-beach,50.25528,-99.82056,CGN,,"",35.6,"no grounded population"
"MB-UNP-munroe","Munroe",COMMUNITY,"Unincorporated Community",07,Westman,munroe,50.05028,-99.39583,CGN,,"",35.6,"no grounded population"
"MB-UNP-oak-river","Oak River",COMMUNITY,"Local Urban District",15,Westman,oak-river,50.13583,-100.43000,CGN,,"",35.6,"no grounded population"
"MB-UNP-ostenfeld","Ostenfeld",COMMUNITY,"Unincorporated Community",02,Eastman,ostenfeld,49.80250,-96.48056,CGN,,"",35.6,"no grounded population"
"MB-UNP-oswald","Oswald",COMMUNITY,"Unincorporated Community",14,Interlake,oswald,50.21056,-97.55167,CGN,,"",35.6,"no grounded population"
"MB-UNP-paradise-village","Paradise Village",COMMUNITY,"Unincorporated Community",02,Eastman,paradise-village,49.67167,-96.57500,CGN,,"",35.6,"no grounded population"
"MB-UNP-petersfield","Petersfield",COMMUNITY,"Community",13,Interlake,petersfield,50.30444,-96.96861,CGN,,"",35.6,"no grounded population"
"MB-UNP-sebright","Sebright",COMMUNITY,"Unincorporated Community",12,Eastman,sebright,50.07750,-96.56722,CGN,,"",35.6,"no grounded population"
"MB-UNP-st-eustache","St. Eustache",COMMUNITY,"Community",10,Central Plains,st-eustache,49.97528,-97.78000,CGN,,"",35.6,"no grounded population"
"MB-UNP-ste-genevieve","Ste-Geneviève",COMMUNITY,"Unincorporated Community",02,Eastman,ste-genevieve,49.74361,-96.52417,CGN,,"",35.6,"no grounded population"
"MB-UNP-stockton","Stockton",COMMUNITY,"Community",04,Pembina Valley,stockton,49.58944,-99.45306,CGN,,"",35.6,"no grounded population"
"MB-UNP-walkleyburg","Walkleyburg",COMMUNITY,"Unincorporated Community",13,Interlake,walkleyburg,50.19611,-96.71389,CGN,,"",35.6,"no grounded population"
"MB-4622055","God's River 86A",CSD,"Indian Reserve",22,Northern Manitoba,god-s-river-86a,,,,809,"StatCan 98-10-0002",35.5,"no verified coordinates"
"MB-UNP-algar","Algar",COMMUNITY,"Unincorporated Community",06,Westman,algar,49.73583,-100.62139,CGN,,"",35.5,"no grounded population"
"MB-UNP-aubigny","Aubigny",COMMUNITY,"Community",03,Pembina Valley,aubigny,49.45806,-97.24583,CGN,,"",35.5,"no grounded population"
"MB-UNP-basswood","Basswood",COMMUNITY,"Community",07,Westman,basswood,50.30139,-100.03361,CGN,,"",35.5,"no grounded population"
"MB-UNP-benard","Bénard",COMMUNITY,"Community",10,Central Plains,benard,49.91583,-97.84667,CGN,,"",35.5,"no grounded population"
"MB-UNP-cardale","Cardale",COMMUNITY,"Community",15,Westman,cardale,50.23667,-100.32111,CGN,,"",35.5,"no grounded population"
"MB-UNP-carey","Carey",COMMUNITY,"Community",02,Eastman,carey,49.44278,-97.05083,CGN,,"",35.5,"no grounded population"
"MB-UNP-clear-springs","Clear Springs",COMMUNITY,"Unincorporated Community",02,Eastman,clear-springs,49.56028,-96.68361,CGN,,"",35.5,"no grounded population"
"MB-UNP-elgin","Elgin",COMMUNITY,"Local Urban District",07,Westman,elgin,49.44389,-100.26917,CGN,,"",35.5,"no grounded population"
"MB-UNP-fannystelle","Fannystelle",COMMUNITY,"Community",10,Central Plains,fannystelle,49.74472,-97.77778,CGN,,"",35.5,"no grounded population"
"MB-UNP-franklin","Franklin",COMMUNITY,"Community",15,Westman,franklin,50.24417,-99.66472,CGN,,"",35.5,"no grounded population"
"MB-UNP-gregg","Gregg",COMMUNITY,"Community",07,Westman,gregg,49.97944,-99.29639,CGN,,"",35.5,"no grounded population"
"MB-UNP-hallboro","Hallboro",COMMUNITY,"Community",15,Westman,hallboro,50.14639,-99.44833,CGN,,"",35.5,"no grounded population"
"MB-UNP-hilton","Hilton",COMMUNITY,"Community",04,Pembina Valley,hilton,49.50611,-99.52500,CGN,,"",35.5,"no grounded population"
"MB-UNP-hochstadt","Hochstadt",COMMUNITY,"Unincorporated Community",02,Eastman,hochstadt,49.47417,-96.87278,CGN,,"",35.5,"no grounded population"
"MB-UNP-kenton","Kenton",COMMUNITY,"Local Urban District",06,Westman,kenton,49.98750,-100.61417,CGN,,"",35.5,"no grounded population"
"MB-UNP-libau","Libau",COMMUNITY,"Community",13,Interlake,libau,50.26889,-96.71917,CGN,,"",35.5,"no grounded population"
"MB-UNP-lydiatt","Lydiatt",COMMUNITY,"Unincorporated Community",12,Eastman,lydiatt,49.98917,-96.45167,CGN,,"",35.5,"no grounded population"
"MB-UNP-margaret","Margaret",COMMUNITY,"Local Urban District",05,Westman,margaret,49.40556,-99.85583,CGN,,"",35.5,"no grounded population"
"MB-UNP-mctavish","McTavish",COMMUNITY,"Community",03,Pembina Valley,mctavish,49.45889,-97.36889,CGN,,"",35.5,"no grounded population"
"MB-UNP-meadow-lea","Meadow Lea",COMMUNITY,"Unincorporated Community",14,Interlake,meadow-lea,50.12306,-97.73417,CGN,,"",35.5,"no grounded population"
"MB-UNP-minto","Minto",COMMUNITY,"Local Urban District",05,Westman,minto,49.40750,-100.02111,CGN,,"",35.5,"no grounded population"
"MB-UNP-silver-plains","Silver Plains",COMMUNITY,"Community",03,Pembina Valley,silver-plains,49.45861,-97.29583,CGN,,"",35.5,"no grounded population"
"MB-UNP-st-raymond","St. Raymond",COMMUNITY,"Unincorporated Community",02,Eastman,st-raymond,49.61806,-96.58806,CGN,,"",35.5,"no grounded population"
"MB-UNP-vivian","Vivian",COMMUNITY,"Community",12,Eastman,vivian,49.88472,-96.45750,CGN,,"",35.5,"no grounded population"
"MB-UNP-wellwood","Wellwood",COMMUNITY,"Community",07,Westman,wellwood,50.03972,-99.33222,CGN,,"",35.5,"no grounded population"
"MB-UNP-woodroyd","Woodroyd",COMMUNITY,"Unincorporated Community",14,Interlake,woodroyd,50.27583,-97.48306,CGN,,"",35.5,"no grounded population"
"MB-4609030","Long Plain",CSD,"First Nation Administrative Location",09,Central Plains,long-plain,49.85661,-98.46517,CGN,5,"StatCan 98-10-0002",35.4,"score < 50"
"MB-4619072","Shoal River Indian Reserve 65A",CSD,"Indian Reserve",19,Northern Manitoba,shoal-river-indian-reserve-65a,,,,759,"StatCan 98-10-0002",35.4,"no verified coordinates"
"MB-UNP-bethany","Bethany",COMMUNITY,"Community",15,Westman,bethany,50.31250,-99.75000,CGN,,"",35.4,"no grounded population"
"MB-UNP-brumlie","Brumlie",COMMUNITY,"Unincorporated Community",15,Westman,brumlie,50.24917,-100.39444,CGN,,"",35.4,"no grounded population"
"MB-UNP-cromwell","Cromwell",COMMUNITY,"Unincorporated Community",12,Eastman,cromwell,50.12056,-96.49694,CGN,,"",35.4,"no grounded population"
"MB-UNP-deleau","Deleau",COMMUNITY,"Community",06,Westman,deleau,49.58111,-100.57528,CGN,,"",35.4,"no grounded population"
"MB-UNP-dunrea","Dunrea",COMMUNITY,"Local Urban District",05,Westman,dunrea,49.40583,-99.73083,CGN,,"",35.4,"no grounded population"
"MB-UNP-giroux","Giroux",COMMUNITY,"Community",02,Eastman,giroux,49.57444,-96.56722,CGN,,"",35.4,"no grounded population"
"MB-UNP-hartney-junction","Hartney Junction",COMMUNITY,"Unincorporated Community",04,Pembina Valley,hartney-junction,49.45306,-99.49389,CGN,,"",35.4,"no grounded population"
"MB-UNP-hummerston","Hummerston",COMMUNITY,"Unincorporated Community",15,Westman,hummerston,50.11667,-99.31139,CGN,,"",35.4,"no grounded population"
"MB-UNP-melbourne","Melbourne",COMMUNITY,"Unincorporated Community",07,Westman,melbourne,49.87333,-99.18917,CGN,,"",35.4,"no grounded population"
"MB-UNP-netley","Netley",COMMUNITY,"Community",13,Interlake,netley,50.35833,-96.95722,CGN,,"",35.4,"no grounded population"
"MB-UNP-ninette","Ninette",COMMUNITY,"Local Urban District",05,Westman,ninette,49.40000,-99.62861,CGN,,"",35.4,"no grounded population"
"MB-UNP-nourse","Nourse",COMMUNITY,"Unincorporated Community",12,Eastman,nourse,49.88528,-96.38389,CGN,,"",35.4,"no grounded population"
"MB-UNP-oakner","Oakner",COMMUNITY,"Community",15,Westman,oakner,50.09000,-100.58889,CGN,,"",35.4,"no grounded population"
"MB-UNP-rosengard","Rosengard",COMMUNITY,"Unincorporated Community",02,Eastman,rosengard,49.46556,-96.79306,CGN,,"",35.4,"no grounded population"
"MB-UNP-rosenort","Rosenort",COMMUNITY,"Local Urban District",03,Pembina Valley,rosenort,49.45861,-97.43417,CGN,,"",35.4,"no grounded population"
"MB-UNP-ross","Ross",COMMUNITY,"Community",02,Eastman,ross,49.76056,-96.43306,CGN,,"",35.4,"no grounded population"
"MB-UNP-st-ouens","St. Ouens",COMMUNITY,"Community",12,Eastman,st-ouens,50.05028,-96.45167,CGN,,"",35.4,"no grounded population"
"MB-UNP-steels-ferry","Steels Ferry",COMMUNITY,"Unincorporated Community",07,Westman,steels-ferry,49.69583,-99.23167,CGN,,"",35.4,"no grounded population"
"MB-UNP-underhill","Underhill",COMMUNITY,"Community",06,Westman,underhill,49.44361,-100.38611,CGN,,"",35.4,"no grounded population"
"MB-UNP-argue","Argue",COMMUNITY,"Unincorporated Community",06,Westman,argue,49.44750,-100.44556,CGN,,"",35.3,"no grounded population"
