Location_ID,Location_Name,Type,Region,Pop_2021,Unified_Score,Tier,Bucket,Reason,Fix_Note
ON-0224,Lakehurst,Hamlet,Greater Toronto Area,1888,52.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1888 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0225,Arkona,Locality,Greater Toronto Area,1501,52.2,,DEFERRED_THIN,"boilerplate-only grounding, pop 1501 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0226,Bannockburn,Locality,Greater Toronto Area,1522,52.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 1522 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0227,Bloomfield,Locality,Greater Toronto Area,1203,52.2,,DEFERRED_THIN,"boilerplate-only grounding, pop 1203 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0228,Blyth,Locality,Greater Toronto Area,1042,52.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1042 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0229,Brechin,Locality,Greater Toronto Area,1490,52.4,,DEFERRED_THIN,"boilerplate-only grounding, pop 1490 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0230,Brownsville,Locality,Greater Toronto Area,1080,52.2,,DEFERRED_THIN,"boilerplate-only grounding, pop 1080 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0231,Burford,Locality,Greater Toronto Area,1124,52.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 1124 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0232,Burritt Rapids,Locality,Greater Toronto Area,1368,52.5,,DEFERRED_THIN,"boilerplate-only grounding, pop 1368 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0233,Caledonia,Locality,Greater Toronto Area,1175,52.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 1175 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0234,Castleton,Locality,Greater Toronto Area,1350,52.2,,DEFERRED_THIN,"boilerplate-only grounding, pop 1350 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0235,Chalk River,Locality,Greater Toronto Area,1516,53.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1516 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0236,Cottam,Locality,Greater Toronto Area,1323,52.5,,DEFERRED_THIN,"boilerplate-only grounding, pop 1323 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0237,Crosby,Locality,Greater Toronto Area,1084,52.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1084 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0238,Dungannon,Locality,Greater Toronto Area,1428,52.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1428 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0239,Eden Mills,Locality,Greater Toronto Area,1273,52.2,,DEFERRED_THIN,"boilerplate-only grounding, pop 1273 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0240,Ernestown,Locality,Greater Toronto Area,1353,52.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1353 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0241,Jewellville,Locality,Greater Toronto Area,1333,52.5,,DEFERRED_THIN,"boilerplate-only grounding, pop 1333 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0242,Long Sault,Locality,Greater Toronto Area,1291,52.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1291 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0243,Mallorytown,Locality,Greater Toronto Area,1455,52.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1455 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0244,Manitowaning,Locality,Greater Toronto Area,1187,52.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 1187 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0245,Mount Albert,Locality,Greater Toronto Area,1294,52.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 1294 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0246,Murillo,Locality,Greater Toronto Area,1393,52.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 1393 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0247,Nashville,Locality,Greater Toronto Area,1393,52.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1393 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0248,Adjala-Tosorontio,Township,Grey-Bruce-Simcoe,10989,58.8,C,BUILT_VERIFIED,,
ON-0249,Admaston/Bromley,Township,Ottawa-Eastern,2995,56.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 2995 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0250,Bayham,Municipality,Southwestern Ontario,7096,61.9,C,BUILT_VERIFIED,,
ON-0251,The Blue Mountains,Town,Grey-Bruce-Simcoe,9390,60.9,C,BUILT_VERIFIED,,name defect fixed (\Blue MountainsThe Blue Mountains\); slug re-frozen the-blue-mountains
ON-0252,Brighton,Municipality,Central Ontario,12108,60.6,C,BUILT_VERIFIED,,
ON-0253,Central Elgin,Municipality,Southwestern Ontario,13746,60.3,C,BUILT_VERIFIED,,
ON-0254,Central Frontenac,Township,Eastern Ontario,4892,56.6,C,BUILT_VERIFIED,,
ON-0255,Deep River,Town,Ottawa-Eastern,4175,55.1,C,BUILT_VERIFIED,,
ON-0256,Douro-Dummer,Township,Central Ontario,7632,60.6,C,BUILT_VERIFIED,,
ON-0257,Drummond/North Elmsley,Township,Eastern Ontario,8183,60.3,C,BUILT_VERIFIED,,
ON-0258,Dryden,City,Northern Ontario,7388,52,C,BUILT_VERIFIED,,
ON-0259,East Garafraxa,Township,Grey-Bruce-Simcoe,2794,56.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 2794 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0260,East Zorra-Tavistock,Township,Southwestern Ontario,7841,60.5,C,BUILT_VERIFIED,,
ON-0261,Elizabethtown-Kitley,Township,Eastern Ontario,9545,60.4,C,BUILT_NEEDS_REVIEW,,
ON-0262,Grey Highlands,Municipality,Grey-Bruce-Simcoe,10424,61.2,C,BUILT_VERIFIED,,
ON-0263,Havelock-Belmont-Methuen,Township,Central Ontario,5083,60.6,C,BUILT_VERIFIED,,
ON-0264,"Killaloe, Hagarty and Richards",Township,Ottawa-Eastern,2410,56.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 2410 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0265,Lambton Shores,Municipality,Southwestern Ontario,11876,61,C,BUILT_VERIFIED,,
ON-0266,Leeds and the Thousand Islands,Township,Eastern Ontario,9804,60.2,C,BUILT_VERIFIED,,
ON-0267,Madawaska Valley,Township,Ottawa-Eastern,3927,57.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 3927 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0268,Malahide,Township,Southwestern Ontario,9308,59.8,C,BUILT_VERIFIED,,
ON-0269,Meaford,Municipality,Grey-Bruce-Simcoe,11485,60.6,C,BUILT_VERIFIED,,
ON-0270,Mulmur,Township,Grey-Bruce-Simcoe,3571,57.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 3571 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0271,Norwich,Township,Southwestern Ontario,11151,59.2,C,BUILT_VERIFIED,,
ON-0272,Parry Sound,Town,Northern Ontario,6879,58,C,BUILT_VERIFIED,,
ON-0273,Plympton–Wyoming,Town,Southwestern Ontario,8308,58.2,C,BUILT_VERIFIED,,
ON-0274,South Bruce Peninsula,Town,Grey-Bruce-Simcoe,9137,58.9,C,BUILT_VERIFIED,,
ON-0275,St. Marys,Town,Southwestern Ontario,7386,58.2,C,BUILT_VERIFIED,,
ON-0276,Stone Mills,Township,Eastern Ontario,7826,59.9,C,BUILT_VERIFIED,,
ON-0277,Tay Valley,Township,Eastern Ontario,5925,60.6,C,BUILT_VERIFIED,,
ON-0278,Trent Hills,Municipality,Central Ontario,13861,61,C,BUILT_VERIFIED,,
ON-0279,Campbellville,Hamlet,Greater Toronto Area,1575,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1575 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0280,Mountsberg,Hamlet,Greater Toronto Area,1145,51.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1145 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0281,Lefroy,Hamlet,Greater Toronto Area,1952,52,,DEFERRED_THIN,"boilerplate-only grounding, pop 1952 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0282,Wyevale,Hamlet,Greater Toronto Area,2067,51.4,,DEFERRED_THIN,"boilerplate-only grounding, pop 2067 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0283,Wyebridge,Hamlet,Greater Toronto Area,1202,51.5,,DEFERRED_THIN,"boilerplate-only grounding, pop 1202 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0284,Bala,Hamlet,Greater Toronto Area,1280,51.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 1280 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0285,Windermere,Hamlet,Greater Toronto Area,1827,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1827 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0286,Beamsville,Hamlet,Greater Toronto Area,1239,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1239 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0287,Kemptville,Hamlet,Greater Toronto Area,1996,51.4,,DEFERRED_THIN,"boilerplate-only grounding, pop 1996 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0288,Chesterville,Hamlet,Greater Toronto Area,1632,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1632 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0289,Maitland,Hamlet,Greater Toronto Area,1333,51.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1333 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0290,Lancaster,Hamlet,Greater Toronto Area,1799,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1799 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0291,Williamstown,Hamlet,Greater Toronto Area,1948,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1948 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0292,Maxville,Hamlet,Greater Toronto Area,1992,52,,DEFERRED_THIN,"boilerplate-only grounding, pop 1992 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0293,Plantagenet,Hamlet,Greater Toronto Area,2009,51.8,,DEFERRED_THIN,"boilerplate-only grounding, pop 2009 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0294,Bourget,Hamlet,Greater Toronto Area,1366,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1366 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0295,Bewdley,Hamlet,Greater Toronto Area,1596,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1596 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0296,Norland,Hamlet,Greater Toronto Area,1144,51.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1144 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0297,Kinmount,Hamlet,Greater Toronto Area,1255,51.2,,DEFERRED_THIN,"boilerplate-only grounding, pop 1255 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0298,Dorset,Hamlet,Greater Toronto Area,2070,51.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 2070 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0299,Grand Bend,Hamlet,Greater Toronto Area,1498,51.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1498 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0300,Lucknow,Hamlet,Greater Toronto Area,1941,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1941 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0301,Dundalk,Hamlet,Greater Toronto Area,1326,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1326 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0302,Vienna,Hamlet,Greater Toronto Area,2076,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 2076 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0303,Parkhill,Hamlet,Greater Toronto Area,2021,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 2021 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0304,Strathroy,Hamlet,Greater Toronto Area,1291,52,,DEFERRED_THIN,"boilerplate-only grounding, pop 1291 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0305,Thorndale,Hamlet,Greater Toronto Area,1757,51.5,,DEFERRED_THIN,"boilerplate-only grounding, pop 1757 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0306,St. Jacobs,Hamlet,Greater Toronto Area,1254,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1254 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0307,Elora,Hamlet,Greater Toronto Area,1612,51.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1612 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0308,Mount Forest,Hamlet,Greater Toronto Area,1155,51.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1155 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0309,Palmerston,Hamlet,Greater Toronto Area,1331,51.5,,DEFERRED_THIN,"boilerplate-only grounding, pop 1331 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0310,Sauble Beach,Hamlet,Greater Toronto Area,1308,51.8,,DEFERRED_THIN,"boilerplate-only grounding, pop 1308 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0311,Longlac,Hamlet,Greater Toronto Area,1820,51.8,,DEFERRED_THIN,"boilerplate-only grounding, pop 1820 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0312,Belle River,Hamlet,Greater Toronto Area,1614,51.8,,DEFERRED_THIN,"boilerplate-only grounding, pop 1614 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0313,Stoney Point,Hamlet,Greater Toronto Area,2090,51.4,,DEFERRED_THIN,"boilerplate-only grounding, pop 2090 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0314,Dresden,Hamlet,Greater Toronto Area,2001,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 2001 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0315,Almonte,Hamlet,Greater Toronto Area,2052,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 2052 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0316,Barry's Bay,Hamlet,Greater Toronto Area,1298,51.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1298 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0317,Sydenham,Hamlet,Greater Toronto Area,1896,51.5,,DEFERRED_THIN,"boilerplate-only grounding, pop 1896 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0318,Burleigh Falls,Hamlet,Greater Toronto Area,1383,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1383 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0319,Apsley,Hamlet,Greater Toronto Area,1462,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1462 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0320,Gilmour,Hamlet,Greater Toronto Area,1359,51.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1359 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0321,Gooderham,Hamlet,Greater Toronto Area,1454,52,,DEFERRED_THIN,"boilerplate-only grounding, pop 1454 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0322,Actinolite,Hamlet,Greater Toronto Area,1335,51.2,,DEFERRED_THIN,"boilerplate-only grounding, pop 1335 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0323,Alliston,Locality,Greater Toronto Area,1456,51.4,,DEFERRED_THIN,"boilerplate-only grounding, pop 1456 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0324,Ardoch,Locality,Greater Toronto Area,1343,51.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1343 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0325,Arkell,Locality,Greater Toronto Area,1344,51.4,,DEFERRED_THIN,"boilerplate-only grounding, pop 1344 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0326,Avonton,Locality,Greater Toronto Area,1000,52.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1000 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0327,Ballantrae,Locality,Greater Toronto Area,1135,51.5,,DEFERRED_THIN,"boilerplate-only grounding, pop 1135 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0328,Balsam Lake,Locality,Greater Toronto Area,1332,52,,DEFERRED_THIN,"boilerplate-only grounding, pop 1332 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0329,Belgrave,Locality,Greater Toronto Area,1317,51.4,,DEFERRED_THIN,"boilerplate-only grounding, pop 1317 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0330,Bloomingdale,Locality,Greater Toronto Area,1512,51.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1512 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0331,Braeside,Locality,Greater Toronto Area,1486,51.8,,DEFERRED_THIN,"boilerplate-only grounding, pop 1486 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0332,Brussels,Locality,Greater Toronto Area,1136,51.8,,DEFERRED_THIN,"boilerplate-only grounding, pop 1136 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0333,Cache Bay,Locality,Greater Toronto Area,985,50.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 985 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0334,Caledon East,Locality,Greater Toronto Area,1375,51.5,,DEFERRED_THIN,"boilerplate-only grounding, pop 1375 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0335,Canfield,Locality,Greater Toronto Area,1270,51.4,,DEFERRED_THIN,"boilerplate-only grounding, pop 1270 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0336,Cannifton,Locality,Greater Toronto Area,1351,51.5,,DEFERRED_THIN,"boilerplate-only grounding, pop 1351 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0337,Carp,Locality,Greater Toronto Area,1216,51.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1216 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0338,Carrying Place,Locality,Greater Toronto Area,1370,51.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1370 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0339,Charleston,Locality,Greater Toronto Area,1071,52,,DEFERRED_THIN,"boilerplate-only grounding, pop 1071 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0340,Clarence Creek,Locality,Greater Toronto Area,1024,51.2,,DEFERRED_THIN,"boilerplate-only grounding, pop 1024 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0341,Clyde Forks,Locality,Greater Toronto Area,1006,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1006 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0342,Conestogo,Locality,Greater Toronto Area,1428,51.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1428 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0343,Devlin,Locality,Greater Toronto Area,1240,52,,DEFERRED_THIN,"boilerplate-only grounding, pop 1240 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0344,Enterprise,Locality,Greater Toronto Area,1256,51.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 1256 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0345,Forest,Locality,Greater Toronto Area,1272,51.2,,DEFERRED_THIN,"boilerplate-only grounding, pop 1272 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0346,Freelton,Locality,Greater Toronto Area,1215,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1215 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0347,Gamebridge,Locality,Greater Toronto Area,1113,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1113 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0348,Georgetown,Locality,Greater Toronto Area,1446,51.8,,DEFERRED_THIN,"boilerplate-only grounding, pop 1446 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0349,Georgina Island,Locality,Greater Toronto Area,1469,51.2,,DEFERRED_THIN,"boilerplate-only grounding, pop 1469 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0350,Greenfield,Locality,Greater Toronto Area,1403,51.8,,DEFERRED_THIN,"boilerplate-only grounding, pop 1403 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0351,Kemble,Locality,Greater Toronto Area,1274,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1274 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0352,Keswick,Locality,Greater Toronto Area,1434,51.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1434 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0353,Kirkton,Locality,Greater Toronto Area,1312,51.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1312 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0354,Lansdowne,Locality,Greater Toronto Area,1025,51.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1025 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0355,Lindsay,Locality,Greater Toronto Area,1509,51.3,,DEFERRED_THIN,"boilerplate-only grounding, pop 1509 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0356,Lions Head,Locality,Greater Toronto Area,1435,51.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 1435 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0357,Long Point,Locality,Greater Toronto Area,1333,51.7,,DEFERRED_THIN,"boilerplate-only grounding, pop 1333 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
